operation_id,field_id,crop_id,operation_type,operation_date,operation_timestamp,equipment_used,operator_name,input_material_name,input_quantity,input_unit,cost_per_unit,total_cost,application_rate,weather_conditions,field_conditions,notes,created_timestamp
a8e0d9dc-8369-48f6-8c35-a4aed92d4c96,2a3ac8f5-deb8-459a-aca3-5ca81d987704,66891,fertilize,2024-05-09,2024-02-13 07:05:33-03:00,A horse! a horse! my kingdom for a horse!.,Jude Greenholt,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,267,liters,2446.25,8493.77,7.1660,snowy,dry,Now is the winter of our discontent.,2011-07-28 01:27:41-12:00
37df4b5c-98f2-45f6-b9bc-867f0bf756fb,49eb8a93-ac61-4879-b2a7-3620fd856f74,66892,fertilize,1997-11-14,2009-03-30 04:37:59-06:00,Can one desire too much of a good thing?.,Mario Stokes Jr.,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",722,liters,9062.67,9549.20,1.5088,cloudy,barren,For you and I are past our dancing days.,2000-06-11 04:56:50+06:00
485b468c-05f2-46c7-9666-7310c6187bf3,645e6552-fa6b-4d1a-ad43-033608689479,66893,harvest,2017-11-20,2009-07-26 22:06:53+02:00,Can one desire too much of a good thing?.,Mrs. Aubrey Swift,"O Romeo, Romeo! wherefore art thou Romeo?.",894,kg,769.44,5880.31,6.6066,rainy,dry,"The world is grown so bad, that wrens make prey where eagles dare not perch.",2012-01-20 07:22:18-11:00
8379da2d-3b5b-4221-a8da-12bf6481601e,4ff5e131-4dd0-4ad7-a588-6cf21be67598,66894,fertilize,2018-11-12,2012-02-02 22:43:06+05:00,A horse! a horse! my kingdom for a horse!.,Mr. Erlinda Price,"An honest tale speeds best, being plainly told.",101,kg,5450.21,1632.70,5.9375,snowy,fertile,In my mind's eye.,2025-03-08 21:07:17+07:00
53280afd-1f17-43e2-b730-46c8bc882c6b,0bddfb77-8d2a-4b2e-8959-b681b74fe352,66895,harvest,2019-08-27,2016-12-25 04:18:18+08:00,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Dollie Braun,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",320,liters,3820.34,6129.35,1.0330,sunny,dry,True is it that we have seen better days.,2000-04-19 21:27:01+10:00
496a0210-7634-45be-b1ba-7bfbe113bee0,4036cf3b-ecbe-4b0f-a0e3-0dc99d5076a2,66896,fertilize,2013-08-23,2029-12-05 17:01:05-05:00,"There is nothing either good or bad, but thinking makes it so.",Jann Volkman,Brevity is the soul of wit.,897,pounds,1252.88,2842.08,0.5962,sunny,barren,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",2012-12-13 00:27:41+01:00
e4404a45-a5f1-40c3-b805-0a2f9c4c5328,9bd054c7-44e8-4606-b2d8-e42492ce4fdc,66897,irrigate,2022-09-16,2029-11-20 01:38:50-02:00,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Missy Tromp,A horse! a horse! my kingdom for a horse!.,83,liters,2249.88,3948.21,6.5035,rainy,fertile,Tempt not a desperate man.,2025-05-03 11:50:29+11:00
b62c75f3-a565-46fc-af4e-f826ec63499d,0224b2f0-5cda-43f3-8e21-bded39bc6c87,66898,fertilize,2002-01-21,2013-12-30 14:30:38-02:00,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Adolph Mertz,Can one desire too much of a good thing?.,71,kg,1083.67,9552.09,7.5099,cloudy,dry,Tempt not a desperate man.,2023-07-11 21:37:23-01:00
0a0df13e-9498-4220-934c-64f52d06f3f2,e720d207-7702-4bb9-bfd7-5822c558f5ac,66899,irrigate,2021-04-15,2028-05-15 17:41:06+12:00,Now is the winter of our discontent.,Jonnie Harber,What's in a name? That which we call a rose by any other name would smell as sweet.,559,kg,8530.55,8030.25,0.1678,rainy,barren,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",2021-11-17 20:43:41-09:00
b57fb1ca-98ef-4965-abd4-15e27898f401,db646d17-cf8f-4e05-8d49-b35b12f19dd3,66900,plant,2011-09-26,2027-08-22 08:07:41-08:00,"I will speak daggers to her, but use none.",Kizzie Bergstrom,"It is the east, and Juliet is the sun.",828,pounds,4350.73,4695.04,1.2391,snowy,fertile,"The fool doth think he is wise, but the wise man knows himself to be a fool.",2011-09-06 05:15:32+08:00
2cc93748-d75a-4b26-a73c-76130b1ae238,8e1a19be-e290-4f72-a592-bda1c4460d09,66901,fertilize,2019-11-11,2021-10-24 13:26:29-11:00,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Kara Schumm,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",319,pounds,4710.69,8209.96,5.5149,cloudy,barren,Tempt not a desperate man.,2024-03-30 09:19:08-06:00
baecfce3-5e4b-4b20-adf2-39a46099e895,06c62312-fae7-44a5-b0ea-376792c1b287,66902,plant,2004-04-27,2016-07-25 15:49:37+12:00,"So wise so young, they say, do never live long.",Maryln Prosacco,For ever and a day.,403,pounds,7398.18,8898.08,8.4629,snowy,barren,For ever and a day.,2007-09-16 19:16:41-09:00
99a78f92-4a6f-4005-a6ef-fdeaea4800b5,b55e1fdc-7fd2-4716-b8a1-2eaaec2721d2,66903,harvest,1997-08-12,2008-10-23 07:26:05+06:00,Off with his head!,Isaura Ernser,For you and I are past our dancing days.,161,kg,6731.82,6456.68,7.9689,snowy,dry,"It is the east, and Juliet is the sun.",2016-04-21 04:02:08-06:00
49f781c5-7221-4e64-a3a5-f084a5e7fe17,374b3243-ba65-44ac-b3b5-f47f0e9352f6,66904,harvest,2004-01-03,2014-07-07 19:45:24+06:00,For ever and a day.,Hoyt Kunze,O! she doth teach the torches to burn bright.,703,kg,6026.17,9033.47,2.7755,snowy,wet,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",2026-12-22 01:05:12-04:00
d4545aa8-cf2b-4678-b06c-443f0afd084e,817cb597-24d3-415a-9775-eaf363c34c7e,66905,fertilize,2011-04-16,2006-11-13 09:00:14-10:00,"O Romeo, Romeo! wherefore art thou Romeo?.",Katherin Glover,"An honest tale speeds best, being plainly told.",502,liters,2758.75,2186.44,5.7117,snowy,dry,"There is nothing either good or bad, but thinking makes it so.",2020-09-23 10:05:34+03:00
56941060-0163-4374-8c39-ee106143a063,df454d4f-9582-47fd-9752-d05aedebe3c8,66906,irrigate,2022-07-10,2013-01-04 15:38:37+11:00,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Risa Durgan,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",263,kg,83.31,9530.11,2.1562,cloudy,barren,How bitter a thing it is to look into happiness through another man's eyes!,2011-05-25 18:25:43-08:00
1cd21774-a893-441f-8383-a6e24703d7f1,4bedfdc2-369b-447f-9007-4a7c1cd199da,66907,harvest,2009-05-22,2023-07-13 21:47:19-10:00,"O Romeo, Romeo! wherefore art thou Romeo?.",Francene Streich,For you and I are past our dancing days.,413,pounds,5603.95,9879.81,4.2875,sunny,barren,I like this place and willingly could waste my time in it.,2026-12-01 20:34:11+09:00
d5d28024-f04f-4528-a421-3b8a0e7af453,08649a2e-bfc1-4343-b97b-9642ba638628,66908,irrigate,2004-03-18,2028-03-11 06:46:46-05:00,"An honest tale speeds best, being plainly told.",Miss Graham Breitenberg,This above all: to thine own self be true.,115,kg,5715.99,6541.07,8.2749,snowy,dry,For you and I are past our dancing days.,2001-03-14 16:12:02+05:00
c8b6d78b-4560-4833-a0e8-b0dca9045d76,112370e9-e656-4981-a68e-8594d464071c,66909,harvest,2000-11-28,2014-04-23 02:25:15+01:00,Do you think I am easier to be played on than a pipe?,Agustin Block,"The fool doth think he is wise, but the wise man knows himself to be a fool.",387,liters,9402.03,3860.25,6.7533,snowy,fertile,A horse! a horse! my kingdom for a horse!.,2028-02-05 02:32:16+12:00
232fcf56-33d5-4c07-8db9-5b91b7d9980b,428152c3-a202-400c-a01d-dd97747b0f32,66910,fertilize,1998-11-17,2023-12-12 05:34:11+14:00,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love.",Broderick Terry,"It is the east, and Juliet is the sun.",86,liters,8136.95,1241.58,4.2452,rainy,wet,Off with his head!,2013-02-25 07:19:06+09:00
e416d087-080a-47ed-a3e7-02ecdc47bb97,bfd7248d-bd64-4da5-8839-83129c3f87e4,66911,fertilize,2006-03-23,2015-09-05 00:42:45+08:00,For you and I are past our dancing days.,Ka Wilkinson,How bitter a thing it is to look into happiness through another man's eyes!,20,pounds,3014.95,9279.97,3.2426,snowy,barren,Brevity is the soul of wit.,2024-09-10 07:32:26+08:00
8a9a7793-7904-42f9-8a2b-88aad9d0113f,6acef60a-32a7-45ea-a8ca-3f66e2a7a358,66912,irrigate,2000-03-24,2021-01-03 19:39:42-10:00,A horse! a horse! my kingdom for a horse!.,Ms. Santiago Kozey,Off with his head!,657,pounds,475.33,3846.14,3.9965,snowy,fertile,For ever and a day.,2017-06-17 06:27:05+03:00
d9992a65-fee4-4f8e-bc98-49d05daaa5c0,709d4c21-a03c-4c0a-932c-e0fa0ed754fb,66913,plant,2003-01-19,2005-11-27 11:11:51+01:00,"O Romeo, Romeo! wherefore art thou Romeo?.",Laraine Hamill,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",736,kg,7395.21,644.88,1.0647,sunny,wet,"The lady doth protest too much, methinks.",2030-02-11 23:13:48+07:00
5c0f93f5-d03b-454a-8330-701a098ee5c1,ce4ce0e5-4f2c-4dff-9ef1-c4dca1b882ba,66914,fertilize,2011-07-26,2012-05-16 10:09:20Z,"The lady doth protest too much, methinks.",Gudrun Effertz,"There is nothing either good or bad, but thinking makes it so.",183,kg,3788.34,9874.32,8.2144,rainy,wet,"There is nothing either good or bad, but thinking makes it so.",2017-08-24 10:54:55-09:00
852c3fc5-5545-4a66-8a97-b13b5be47fff,1db1be83-a480-4fee-a7ad-2dbaf701b294,66915,irrigate,2021-10-18,2016-02-23 09:46:43Z,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Quinton Schumm V,In my mind's eye.,613,kg,8245.19,1218.58,2.8681,rainy,barren,For you and I are past our dancing days.,2017-12-01 21:16:03+07:00
30bf3169-c5dc-46a6-92b0-56c79a559205,113060e0-d07c-4eb7-a5fb-867166d923ce,66916,fertilize,2001-05-01,2013-07-09 22:53:01+08:00,"O Romeo, Romeo! wherefore art thou Romeo?.",Chelsea McDermott,The king's name is a tower of strength.,221,pounds,4077.18,70.05,1.8475,rainy,wet,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",2014-04-24 06:53:03-07:00
d2575704-f576-4c61-a97c-d2dfa6577f78,fa7e3add-f556-46d0-94c8-07101be0c4f3,66917,plant,2014-03-18,2016-11-13 20:00:04+07:00,For ever and a day.,Ms. Winfred Zieme,"To be, or not to be: that is the question.",472,liters,593.16,263.36,5.9887,snowy,barren,"The world is grown so bad, that wrens make prey where eagles dare not perch.",2010-03-02 11:55:34-10:00
8fbfde9a-0e3a-4fc3-9625-6adcc360344b,02456f7b-e26a-423f-9326-6119f8aa1010,66918,irrigate,2001-09-21,2021-08-19 13:19:00-02:00,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Fran Gusikowski IV,"The lady doth protest too much, methinks.",888,liters,3130.70,6441.43,9.0208,rainy,fertile,"An honest tale speeds best, being plainly told.",2013-01-18 19:07:24-06:00
d7706de1-f7da-493f-b34c-859dec6da5d9,06973af1-9381-4ed6-86cb-a966b0181b74,66919,harvest,2012-08-19,2005-02-01 01:00:51-08:00,For ever and a day.,Jan Fritsch DVM,"The fool doth think he is wise, but the wise man knows himself to be a fool.",852,liters,5802.95,6175.08,8.6108,snowy,wet,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",2024-03-25 02:08:02-10:00
c6fe6d62-47f9-4a8e-8c5b-6c4b78587da8,faaacdf2-ced8-49c4-b171-25d870723189,66920,irrigate,2025-08-24,2004-03-12 22:53:18+07:00,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Chung Grady,Off with his head!,916,liters,2853.28,1924.72,6.1780,cloudy,dry,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,2014-04-29 08:34:09-07:00
b1fcf30a-a627-4a26-9227-78826cc3ad59,fc6f0e37-0702-4a5c-ae70-b913049b9c12,66921,plant,2025-08-24,2030-03-05 00:32:15+10:00,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Kyong Pacocha,"I will speak daggers to her, but use none.",464,kg,6878.14,6644.86,3.5931,snowy,dry,True is it that we have seen better days.,2029-01-07 04:56:33+07:00
3bf597e1-30cb-4025-9efc-630c6fddc5d2,e865bd08-2782-44da-b0c6-8206002390f8,66922,irrigate,2025-08-24,2016-04-07 15:54:43-02:00,For you and I are past our dancing days.,Sergio Fisher,"The world is grown so bad, that wrens make prey where eagles dare not perch.",380,pounds,3267.66,8212.96,6.1744,cloudy,barren,"To be, or not to be: that is the question.",2002-04-14 07:01:44+08:00
142b0c95-6c6f-4bbc-a089-5c2f9ec2cf4b,88429c42-d7f5-4419-a4fd-ab0e963dc425,66923,fertilize,2025-08-24,2017-03-22 13:31:39+11:00,"So wise so young, they say, do never live long.",Lydia Osinski,"The world is grown so bad, that wrens make prey where eagles dare not perch.",565,liters,9591.65,3656.41,7.0126,sunny,wet,"Though this be madness, yet there is method in 't.",2015-05-10 05:46:41+06:00
4f985d63-5141-416e-b46e-289a639d5796,3b266e87-a46b-4801-8bae-8c2ba7fb2375,66924,plant,2025-08-24,2028-03-28 23:11:12-11:00,Now is the winter of our discontent.,Juan Pagac,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",315,kg,118.64,3692.37,3.0013,sunny,dry,How bitter a thing it is to look into happiness through another man's eyes!,2021-06-19 00:31:33-10:00
